strategy,strategy_label,symbol,contribution_interval,start,end,initial_value_usd,gross_buys_usd,gross_sells_usd,net_buys_usd,withdrawn_dai_usd,ending_dai_usd,ending_btc_units,ending_eth_units,ending_value_usd,realized_value_usd,return_pct,turnover_pct,max_drawdown_pct,trade_count
budgeted_static_50_50_rebalance,"budgeted_static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50,buy_budget_fraction=0.60,sell_budget_fraction=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-01-01,2026-04-29,15000.00,77708.40,99469.07,-21760.67,0.00,36760.67,0.65788490,20.00740167,131651.02,131651.02,777.67,1181.18,64.76,662
budgeted_drawdown_tilt_rebalance,"budgeted_drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_buy_budget_fraction=1.00,bull_sell_budget_fraction=0.30)",BTC-USD+ETH-USD+DAI,7d,2020-01-01,2026-04-29,15000.00,88475.00,124902.10,-36427.10,0.00,51427.10,0.49438573,15.86634128,124606.86,124606.86,730.71,1422.51,59.16,584
budgeted_btc_defensive_eth_aggressive,"budgeted_btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_buy_budget_fraction=0.90,strong_buy_budget_fraction=0.65,sell_budget_fraction=0.20)",BTC-USD+ETH-USD+DAI,7d,2020-01-01,2026-04-29,15000.00,56100.63,67409.38,-11308.75,0.00,26308.75,0.86033568,19.95621256,136420.05,136420.05,809.47,823.40,73.19,361
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2020-01-01,2026-04-29,15000.00,245058.98,263994.39,-18935.41,0.00,33935.41,0.89829424,29.69958865,168862.81,168862.81,1025.75,3393.69,65.46,662
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2020-01-01,2026-04-29,15000.00,445363.76,439418.08,5945.68,0.00,9054.32,0.53922013,17.82779904,90047.33,90047.33,500.32,5898.55,66.41,662
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-01-01,2026-04-29,15000.00,418760.47,417554.94,1205.53,0.00,13794.47,0.82726509,27.25169036,137828.90,137828.90,818.86,5575.44,68.54,662
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2020-01-01,2026-04-29,15000.00,522415.05,514654.37,7760.69,0.00,7239.31,0.79226658,34.05861941,143950.69,143950.69,859.67,6913.80,68.53,662
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2020-01-01,2026-04-29,15000.00,448705.22,477512.56,-28807.34,0.00,43807.34,1.05106227,23.08360168,175409.15,175409.15,1069.39,6174.79,65.41,662
budgeted_static_50_50_rebalance,"budgeted_static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50,buy_budget_fraction=0.60,sell_budget_fraction=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-04-01,2026-04-29,15000.00,72332.23,84693.75,-12361.53,0.00,27361.53,0.54379267,16.51068466,105734.97,105734.97,604.90,1046.84,65.90,636
budgeted_drawdown_tilt_rebalance,"budgeted_drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_buy_budget_fraction=1.00,bull_sell_budget_fraction=0.30)",BTC-USD+ETH-USD+DAI,7d,2020-04-01,2026-04-29,15000.00,79914.03,102607.35,-22693.32,0.00,37693.32,0.39840909,13.43390893,98125.10,98125.10,554.17,1216.81,62.61,529
budgeted_btc_defensive_eth_aggressive,"budgeted_btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_buy_budget_fraction=0.90,strong_buy_budget_fraction=0.65,sell_budget_fraction=0.20)",BTC-USD+ETH-USD+DAI,7d,2020-04-01,2026-04-29,15000.00,47157.58,48171.69,-1014.11,0.00,16014.11,0.63207923,15.28668766,98319.26,98319.26,555.46,635.53,73.81,338
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2020-04-01,2026-04-29,15000.00,236783.27,254890.26,-18106.99,0.00,33106.99,0.87636522,28.97456682,164740.55,164740.55,998.27,3277.82,65.46,636
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2020-04-01,2026-04-29,15000.00,428943.56,422705.86,6237.69,0.00,8762.31,0.52182959,17.25282957,87143.18,87143.18,480.95,5677.66,66.41,636
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-04-01,2026-04-29,15000.00,408410.52,406928.63,1481.89,0.00,13518.11,0.81069139,26.70572080,135067.59,135067.59,800.45,5435.59,68.54,636
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2020-04-01,2026-04-29,15000.00,506470.09,498516.91,7953.18,0.00,7046.82,0.77120010,33.15299587,140123.02,140123.02,834.15,6699.91,68.53,636
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2020-04-01,2026-04-29,15000.00,440019.06,468176.35,-28157.29,0.00,43157.29,1.03546565,22.74106616,172806.27,172806.27,1052.04,6054.64,65.41,636
budgeted_static_50_50_rebalance,"budgeted_static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50,buy_budget_fraction=0.60,sell_budget_fraction=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,15000.00,61648.62,61896.13,-247.51,0.00,15247.51,0.38757540,12.21687198,72118.02,72118.02,380.79,823.63,66.18,610
budgeted_drawdown_tilt_rebalance,"budgeted_drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_buy_budget_fraction=1.00,bull_sell_budget_fraction=0.30)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,15000.00,63464.77,64103.76,-638.99,0.00,15638.99,0.24722937,9.18576414,55052.29,55052.29,267.02,850.46,67.72,423
budgeted_btc_defensive_eth_aggressive,"budgeted_btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_buy_budget_fraction=0.90,strong_buy_budget_fraction=0.65,sell_budget_fraction=0.20)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,15000.00,37575.29,31082.83,6492.47,0.00,8507.53,0.39916809,9.94208473,61133.75,61133.75,307.56,457.72,74.82,308
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,15000.00,174764.64,183824.06,-9059.42,0.00,24059.42,0.63686975,21.05631862,119719.81,119719.81,698.13,2390.59,65.46,610
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,15000.00,324705.31,316308.96,8396.35,0.00,6603.65,0.39327335,13.00247861,65674.87,65674.87,337.83,4273.43,66.41,610
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,15000.00,299107.31,293965.37,5141.94,0.00,9858.06,0.59119530,19.47510109,98497.81,98497.81,556.65,3953.82,68.54,610
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,15000.00,376833.27,367057.79,9775.47,0.00,5224.53,0.57176945,24.57970423,103887.52,103887.52,592.58,4959.27,68.53,610
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2020-07-01,2026-04-29,15000.00,318172.43,334102.60,-15930.17,0.00,30930.17,0.74210233,16.29817277,123847.60,123847.60,725.65,4348.50,65.41,610
budgeted_static_50_50_rebalance,"budgeted_static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50,buy_budget_fraction=0.60,sell_budget_fraction=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,15000.00,44981.08,38451.22,6529.86,0.00,8470.14,0.23542281,7.77942305,43990.86,43990.86,193.27,556.22,64.80,584
budgeted_drawdown_tilt_rebalance,"budgeted_drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_buy_budget_fraction=1.00,bull_sell_budget_fraction=0.30)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,15000.00,52296.57,42723.42,9573.15,0.00,5426.85,0.18534901,7.28498233,36010.79,36010.79,140.07,633.47,67.83,380
budgeted_btc_defensive_eth_aggressive,"budgeted_btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_buy_budget_fraction=0.90,strong_buy_budget_fraction=0.65,sell_budget_fraction=0.20)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,15000.00,27068.99,16637.11,10431.88,0.00,4568.12,0.23404289,5.83754231,35601.11,35601.11,137.34,291.37,74.14,244
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,15000.00,132454.79,136025.87,-3571.08,0.00,18571.08,0.48975585,16.35912371,92861.55,92861.55,519.08,1789.87,64.05,584
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,15000.00,281945.31,272540.74,9404.57,0.00,5595.43,0.33198141,11.08916782,55953.56,55953.56,273.02,3696.57,63.90,584
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,15000.00,248396.99,241264.92,7132.06,0.00,7867.94,0.47088157,15.67998246,79185.51,79185.51,427.90,3264.41,66.81,584
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,15000.00,294335.03,283435.80,10899.22,0.00,4100.78,0.44464433,19.53290367,82111.57,82111.57,447.41,3851.81,66.16,584
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2020-10-01,2026-04-30,15000.00,275249.98,285653.40,-10403.42,0.00,25403.42,0.60828389,13.50381431,102294.40,102294.40,581.96,3739.36,63.66,584
budgeted_static_50_50_rebalance,"budgeted_static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50,buy_budget_fraction=0.60,sell_budget_fraction=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,15000.00,30566.58,20289.89,10276.69,0.00,4723.31,0.13116888,4.36146285,24997.09,24997.09,66.65,339.04,64.94,558
budgeted_drawdown_tilt_rebalance,"budgeted_drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_buy_budget_fraction=1.00,bull_sell_budget_fraction=0.30)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,15000.00,44936.14,31150.82,13785.32,0.00,1214.68,0.14056352,6.07498107,26156.89,26156.89,74.38,507.25,68.05,358
budgeted_btc_defensive_eth_aggressive,"budgeted_btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_buy_budget_fraction=0.90,strong_buy_budget_fraction=0.65,sell_budget_fraction=0.20)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,15000.00,21665.55,9396.02,12269.53,0.00,2730.47,0.14527190,3.78444927,22783.03,22783.03,51.89,207.08,73.73,234
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,15000.00,63579.83,56717.81,6862.02,0.00,8137.98,0.21171877,7.08602499,40967.85,40967.85,173.12,801.98,64.31,558
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,15000.00,167357.21,155868.47,11488.74,0.00,3511.26,0.20551226,6.87835218,35378.85,35378.85,135.86,2154.84,64.50,558
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,15000.00,121774.05,110536.37,11237.69,0.00,3762.31,0.22254955,7.41881442,38203.45,38203.45,154.69,1548.74,66.82,558
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,15000.00,146691.49,134284.92,12406.58,0.00,2593.42,0.21295001,9.42791111,40895.51,40895.51,172.64,1873.18,66.45,558
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2021-01-01,2026-05-01,15000.00,109695.18,104641.09,5054.09,0.00,9945.91,0.23539889,5.23164846,40371.58,40371.58,169.14,1428.91,64.04,558
budgeted_static_50_50_rebalance,"budgeted_static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50,buy_budget_fraction=0.60,sell_budget_fraction=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,15000.00,26679.42,15539.05,11140.37,0.00,3859.63,0.10755595,3.56419098,20110.44,20110.44,34.07,281.46,64.14,532
budgeted_drawdown_tilt_rebalance,"budgeted_drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_buy_budget_fraction=1.00,bull_sell_budget_fraction=0.30)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,15000.00,42551.07,28419.71,14131.36,0.00,868.64,0.13398138,5.66604339,23879.32,23879.32,59.20,473.14,67.54,353
budgeted_btc_defensive_eth_aggressive,"budgeted_btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_buy_budget_fraction=0.90,strong_buy_budget_fraction=0.65,sell_budget_fraction=0.20)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,15000.00,20217.27,7490.22,12727.05,0.00,2272.95,0.13038221,3.26245093,19584.56,19584.56,30.56,184.72,70.38,228
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,15000.00,38304.74,27692.47,10612.27,0.00,4387.73,0.11571309,3.86511910,21940.11,21940.11,46.27,439.98,64.05,532
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,15000.00,106183.51,93351.76,12831.76,0.00,2168.24,0.12864376,4.29708478,21682.17,21682.17,44.55,1330.24,63.90,532
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,15000.00,71496.22,58633.08,12863.14,0.00,2136.86,0.12788693,4.25853336,21506.03,21506.03,43.37,867.53,66.81,532
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,15000.00,87451.83,73640.55,13811.28,0.00,1188.72,0.12889228,5.66214452,23802.28,23802.28,58.68,1073.95,66.16,532
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2021-04-01,2026-04-30,15000.00,65296.81,55855.22,9441.58,0.00,5558.42,0.13309608,2.95471378,22382.62,22382.62,49.22,807.68,63.66,532
budgeted_static_50_50_rebalance,"budgeted_static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50,buy_budget_fraction=0.60,sell_budget_fraction=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,15000.00,25866.21,14652.60,11213.61,0.00,3786.39,0.10551681,3.49671500,19729.32,19729.32,31.53,270.13,59.95,506
budgeted_drawdown_tilt_rebalance,"budgeted_drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_buy_budget_fraction=1.00,bull_sell_budget_fraction=0.30)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,15000.00,40814.96,26639.49,14175.47,0.00,824.53,0.13080661,5.53771361,23303.34,23303.34,55.36,449.70,64.47,330
budgeted_btc_defensive_eth_aggressive,"budgeted_btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_buy_budget_fraction=0.90,strong_buy_budget_fraction=0.65,sell_budget_fraction=0.20)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,15000.00,19877.87,7473.53,12404.34,0.00,2595.66,0.14548303,3.63498687,21900.29,21900.29,46.00,182.34,59.94,238
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,15000.00,40797.50,31105.74,9691.77,0.00,5308.23,0.13998855,4.67598294,26542.93,26542.93,76.95,479.35,64.05,506
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,15000.00,121688.24,109276.89,12411.35,0.00,2588.65,0.15358690,5.13025978,25886.19,25886.19,72.57,1539.77,63.90,506
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,15000.00,80478.87,68052.36,12426.51,0.00,2573.49,0.15401877,5.12870286,25900.47,25900.47,72.67,990.21,66.81,506
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,15000.00,101340.58,87800.63,13539.95,0.00,1460.05,0.15831247,6.95455229,29235.24,29235.24,94.90,1260.94,66.16,506
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2021-07-01,2026-04-30,15000.00,70310.50,62032.34,8278.16,0.00,6721.84,0.16095424,3.57316072,27067.49,27067.49,80.45,882.29,63.66,506
budgeted_static_50_50_rebalance,"budgeted_static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50,buy_budget_fraction=0.60,sell_budget_fraction=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,15000.00,26510.40,15765.34,10745.06,0.00,4254.94,0.11821692,3.93118956,22527.74,22527.74,50.18,281.84,47.53,480
budgeted_drawdown_tilt_rebalance,"budgeted_drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_buy_budget_fraction=1.00,bull_sell_budget_fraction=0.30)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,15000.00,44501.62,31572.45,12929.17,0.00,2070.83,0.14851433,6.43736641,28466.94,28466.94,89.78,507.16,49.98,325
budgeted_btc_defensive_eth_aggressive,"budgeted_btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_buy_budget_fraction=0.90,strong_buy_budget_fraction=0.65,sell_budget_fraction=0.20)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,15000.00,19668.25,7335.71,12332.55,0.00,2667.45,0.14218757,3.70487363,22296.05,22296.05,48.64,180.03,52.45,235
static_50_50_rebalance,"static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,15000.00,30370.39,18946.18,11424.21,0.00,3575.79,0.09302824,3.11356643,18001.08,18001.08,20.01,328.78,64.28,480
target_50_50_with_cash_band,"target_50_50_with_cash_band(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.30,bull_cash_weight=0.60)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,15000.00,74443.87,61187.55,13256.32,0.00,1743.68,0.10205691,3.41577347,17569.05,17569.05,17.13,904.21,64.47,480
narrow_cash_band_rebalance,"narrow_cash_band_rebalance(ma_window_days=200,drawdown_window_days=365,bear_cash_weight=0.10,neutral_cash_weight=0.20,bull_cash_weight=0.35)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,15000.00,53481.48,40200.63,13280.85,0.00,1719.15,0.10169153,3.38994419,17456.64,17456.64,16.38,624.55,66.71,480
drawdown_tilt_rebalance,"drawdown_tilt_rebalance(drawdown_window_days=365,deep_drawdown=0.50,medium_drawdown=0.25,deep_bear_cash_weight=0.05,bull_cash_weight=0.40)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,15000.00,61568.83,47736.78,13832.05,0.00,1167.95,0.09590223,4.24586849,18417.33,18417.33,22.78,728.70,66.39,480
btc_defensive_eth_aggressive,"btc_defensive_eth_aggressive(ma_window_days=200,return_window_days=84,weak_cash_weight=0.25,neutral_cash_weight=0.15,strong_cash_weight=0.10)",BTC-USD+ETH-USD+DAI,7d,2021-10-01,2026-05-01,15000.00,44050.88,33539.89,10510.99,0.00,4489.01,0.10624542,2.36126308,18221.39,18221.39,21.48,517.27,63.92,480
budgeted_static_50_50_rebalance,"budgeted_static_50_50_rebalance(cash_weight=0.20,rebalance_fraction=0.50,buy_budget_fraction=0.60,sell_budget_fraction=0.35)",BTC-USD+ETH-USD+DAI,7d,2022-01-01,2026-05-02,15000.00,28583.72,18902.25,9681.47,0.00,5318.53,0.14788878,4.89549273,28297.08,28297.08,88.65,316.57,43.18,454
